State,Product Category,Sales Channel,Month,Year,Quantity Sold,Unit Price,Revenue,Expense,Profit
Tamil Nadu,Batteries,Retail,May,2021,771.1,632.5830000000001,487784.75130000006,443358.65650000004,44426.09480000002
Maharashtra,Alloys,Distributor,Feb,2021,63.800000000000004,368.52900000000005,23512.150200000004,19870.722400000002,3641.4278000000013
Delhi,Brakes,Online,Dec,2021,282.70000000000005,952.77,269348.079,245236.11265000005,24111.966349999973
Tamil Nadu,Tubes,Online,Apr,2021,185.9,943.9395000000001,175478.35305,157548.85915,17929.4939
Karnataka,Alloys,Online,Jun,2021,741.4000000000001,257.7435,191091.0309,174751.6024,16339.428500000009
Gujarat,Tyres,Online,Sep,2021,991.1000000000001,653.751,647932.6161000001,473184.53335000004,174748.08275000006
Gujarat,Brakes,Online,Sep,2021,574.2,732.0075,420318.7065000001,252935.85085000008,167382.85565
Punjab,Tyres,Retail,Nov,2021,1039.5,393.5715,409117.57425,315006.15145000006,94111.42279999994
Maharashtra,Alloys,Online,Dec,2021,233.20000000000002,721.1085,168162.50220000002,114097.29715000001,54065.205050000004
Gujarat,Batteries,Retail,Jun,2021,231.00000000000003,122.0835,28201.288500000002,21795.7378,6405.550700000003
Maharashtra,Batteries,Online,Feb,2021,951.5000000000001,810.432,771126.0480000001,638007.7342000001,133118.3138
Gujarat,Alloys,Retail,Jun,2021,202.4,786.2925,159145.602,112646.6518,46498.95020000001
Gujarat,Tubes,Distributor,Feb,2021,810.7,193.52550000000002,156891.12285,114326.65705000001,42564.465800000005
Gujarat,Alloys,Online,Jun,2021,466.40000000000003,341.69100000000003,159364.68240000002,128520.41740000002,30844.265
Delhi,Tubes,Online,Aug,2021,306.90000000000003,476.47950000000003,146231.55855000002,133394.8177,12836.740850000002
Rajasthan,Alloys,Distributor,Dec,2021,365.20000000000005,515.4975000000001,188259.68700000003,136022.80075000002,52236.88625000001
Maharashtra,Suspension,Online,Aug,2021,723.8000000000001,650.1705000000001,470593.4079000001,363477.5051500001,107115.90275000001
Tamil Nadu,Brakes,Retail,Feb,2021,552.2,322.5285,178100.23770000003,137977.41880000004,40122.818899999984
Haryana,Batteries,Distributor,Aug,2021,621.5,127.974,79535.841,65689.87269999999,13845.968300000008
Maharashtra,Brakes,Retail,Mar,2021,72.60000000000001,1044.855,75856.47300000001,57990.81595000001,17865.65705
Punjab,Tubes,Retail,Dec,2021,104.50000000000001,969.5490000000001,101317.87050000002,73917.01855000001,27400.85195000001
Haryana,Brakes,Retail,Dec,2021,873.4000000000001,1005.648,878332.9632000001,628677.8983000001,249655.0649
Rajasthan,Batteries,Retail,Jan,2021,386.1,1018.4895,393238.79595000006,368569.75000000006,24669.04595
Rajasthan,Alloys,Retail,Feb,2021,181.50000000000003,383.25,69559.87500000001,51111.508900000015,18448.3661
Karnataka,Alloys,Distributor,Aug,2021,231.00000000000003,404.49150000000003,93437.53650000002,61605.48085000001,31832.05565000001
West Bengal,Suspension,Retail,Mar,2021,926.2,477.98100000000005,442706.00220000005,396431.98825000005,46274.01394999999
Haryana,Tyres,Retail,Jul,2021,409.20000000000005,643.713,263407.3596,167003.37730000002,96403.9823
Rajasthan,Suspension,Online,Jan,2021,370.70000000000005,739.2315,274033.11705,198818.26810000002,75214.84894999999
Uttar Pradesh,Brakes,Retail,Dec,2021,756.8000000000001,594.825,450163.56000000006,408334.63285000005,41828.92715
Haryana,Suspension,Online,Feb,2021,917.4000000000001,906.99,832072.626,539031.1873,293041.43870000006
Rajasthan,Tubes,Online,May,2021,324.5,444.71700000000004,144310.66650000002,101415.3625,42895.30400000002
West Bengal,Tyres,Online,Dec,2021,888.8000000000001,501.69000000000005,445902.0720000001,307526.3714500001,138375.70055
Karnataka,Batteries,Retail,Aug,2021,502.70000000000005,968.016,486621.64320000005,379063.5949,107558.04830000002
Haryana,Brakes,Online,May,2021,961.4000000000001,698.355,671398.4970000001,448491.44185000006,222907.05515000003
Rajasthan,Suspension,Retail,Jan,2021,907.5000000000001,768.3585,697285.3387500001,612584.3131000001,84701.02564999997
Karnataka,Batteries,Distributor,Jun,2021,1025.2,424.41,435105.13200000004,318259.41685000004,116845.71515
Maharashtra,Tyres,Online,Feb,2021,971.3000000000001,519.3615,504455.82495000004,421326.1306000001,83129.69434999995
Tamil Nadu,Batteries,Distributor,Oct,2021,110.00000000000001,544.992,59949.12,47355.35650000001,12593.763499999994
Punjab,Tubes,Online,Jul,2021,191.4,897.792,171837.38880000002,154849.83205000003,16987.55674999999
Uttar Pradesh,Brakes,Online,Nov,2021,389.40000000000003,140.2905,54629.12070000001,48505.759600000005,6123.361100000002
Delhi,Suspension,Retail,Dec,2021,113.30000000000001,612.5385,69400.61205000001,49574.80450000001,19825.807549999998
Tamil Nadu,Brakes,Online,Aug,2021,344.3,832.6395,286677.77985,193661.5627,93016.21714999998
Punjab,Batteries,Online,Aug,2021,59.400000000000006,537.1170000000001,31904.74980000001,28545.442300000006,3359.3075000000026
Rajasthan,Tyres,Distributor,Apr,2021,1026.3000000000002,493.73100000000005,506716.12530000013,428088.6209500001,78627.50435
Maharashtra,Batteries,Distributor,Dec,2021,1083.5,791.154,857215.3589999999,807109.6094499998,50105.74955000018
Haryana,Tyres,Distributor,Jul,2021,753.5000000000001,780.297,587953.7895000001,361223.31475,226730.47475000005
Karnataka,Tyres,Online,Jan,2021,185.9,360.9375,67098.28125,50567.95435,16530.3269
Gujarat,Alloys,Retail,Feb,2021,434.50000000000006,128.96099999999998,56033.5545,52499.356900000006,3534.1975999999922
West Bengal,Alloys,Distributor,Nov,2021,924.0000000000001,509.754,471012.69600000005,396109.8934000001,74902.80259999994
Maharashtra,Brakes,Distributor,Nov,2021,759.0000000000001,268.75800000000004,203987.32200000007,133561.31095000007,70426.01105
West Bengal,Brakes,Distributor,Oct,2021,936.1,331.6005,310411.22805000003,196445.50540000002,113965.72265000001
West Bengal,Brakes,Retail,Feb,2021,715.0000000000001,728.889,521155.63500000007,363754.5896500001,157401.04534999997
Rajasthan,Tyres,Online,Mar,2021,353.1,593.2815,209487.69765000005,173872.48570000005,35615.21195
Delhi,Suspension,Distributor,Aug,2021,693.0,683.0775,473372.7075,353543.16534999997,119829.54215000005
Gujarat,Tubes,Distributor,Apr,2021,137.5,639.9014999999999,87986.45624999999,57677.44134999999,30309.014900000002
Haryana,Suspension,Distributor,Oct,2021,148.5,118.59750000000001,17611.728750000002,11282.535100000003,6329.193649999999
Delhi,Suspension,Online,Jul,2021,129.8,193.977,25178.214600000003,17851.228,7326.986600000004
Haryana,Batteries,Distributor,Sep,2021,552.2,553.0980000000001,305420.71560000005,193710.63865,111710.07695000005
Karnataka,Brakes,Distributor,Jun,2021,529.1,867.5310000000001,459010.65210000006,331041.47845000005,127969.17365000001
Haryana,Tubes,Distributor,Jul,2021,333.3,514.9935,171647.33355,126929.20855,44718.125000000015
Gujarat,Brakes,Distributor,Apr,2021,628.1,1001.9415,629319.45615,572893.51195,56425.94420000003
Haryana,Brakes,Distributor,Dec,2021,251.90000000000003,459.0075,115623.98925000001,94701.94810000001,20922.041150000005
Tamil Nadu,Alloys,Retail,Sep,2021,540.1,578.4870000000001,312440.8287000001,246447.74230000007,65993.0864
Delhi,Suspension,Online,Dec,2021,621.5,686.9835,426960.24525000004,397227.6215500001,29732.62369999994
Tamil Nadu,Batteries,Distributor,Jul,2021,337.70000000000005,130.053,43918.898100000006,35355.66880000001,8563.229299999999
Haryana,Suspension,Retail,Jul,2021,576.4000000000001,861.8925,496794.8370000001,415821.72400000005,80973.11300000007
Haryana,Tubes,Retail,Jan,2021,796.4000000000001,712.908,567759.9312000001,431718.13915000006,136041.79205000005
Uttar Pradesh,Tubes,Distributor,Sep,2021,814.0000000000001,880.5090000000001,716734.3260000002,587061.9662500003,129672.35974999995
Gujarat,Suspension,Distributor,Aug,2021,688.6,1013.3235000000001,697774.5621000001,639770.4721000001,58004.08999999997
Delhi,Alloys,Retail,Dec,2021,665.5,363.8985,242174.45175,163493.48245000004,78680.96929999997
Gujarat,Alloys,Distributor,Jan,2021,386.1,122.22000000000001,47189.14200000001,29873.334249999996,17315.80775000001
Rajasthan,Alloys,Online,Oct,2021,92.4,423.045,39089.35800000001,32424.752350000002,6664.605650000005
Tamil Nadu,Brakes,Online,Jul,2021,719.4000000000001,903.4095,649912.7943000001,395241.34495,254671.44935000007
Tamil Nadu,Suspension,Distributor,Feb,2021,513.7,351.36150000000004,180494.40255000003,139632.84565000003,40861.556899999996
Gujarat,Tyres,Retail,Aug,2021,962.5000000000001,763.413,734785.0125000001,602619.2387500001,132165.77374999993
Tamil Nadu,Tyres,Retail,Oct,2021,508.20000000000005,142.0335,72181.4247,53867.639200000005,18313.785499999998
Punjab,Batteries,Distributor,Apr,2021,891.0000000000001,622.8285,554940.1935,415214.4943,139725.69920000003
Punjab,Brakes,Distributor,Jul,2021,1065.9,867.4575,924622.9492500001,875319.1046500001,49303.84459999995
Tamil Nadu,Brakes,Online,Sep,2021,656.7,456.56100000000004,299823.60870000004,261369.6031,38454.00560000003
Maharashtra,Brakes,Retail,Jul,2021,784.3000000000001,924.42,725022.606,577591.6939000001,147430.91209999996
Gujarat,Batteries,Distributor,Jul,2021,911.9000000000001,510.3945,465428.74455000006,401574.1984000001,63854.54614999995
West Bengal,Alloys,Retail,May,2021,292.6,330.13050000000004,96596.18430000002,70728.22525000002,25867.959050000005
Tamil Nadu,Tyres,Distributor,Feb,2021,1023.0000000000001,582.4665,595863.2295,529877.40805,65985.82145000005
Punjab,Alloys,Distributor,Apr,2021,430.1,386.2635,166131.93135000003,105492.90520000001,60639.02615000002
Karnataka,Batteries,Distributor,Mar,2021,727.1,115.23750000000001,83789.18625000001,76824.9505,6964.235750000007
Rajasthan,Suspension,Online,Jan,2021,137.5,440.38050000000004,60552.318750000006,56609.18185000001,3943.1368999999977
Uttar Pradesh,Tubes,Retail,Jul,2021,862.4000000000001,1003.3275,865269.636,692824.2305500002,172445.40544999985
Delhi,Tubes,Distributor,Feb,2021,457.6,183.70800000000003,84064.78080000002,53137.05550000001,30927.725300000013
Rajasthan,Batteries,Online,Apr,2021,489.50000000000006,415.59000000000003,203431.30500000005,169942.74835000007,33488.556649999984
West Bengal,Suspension,Online,May,2021,586.3000000000001,999.1590000000001,585806.9217000002,511675.18555000017,74131.73615000001
Karnataka,Batteries,Distributor,Sep,2021,96.80000000000001,191.1945,18507.627600000003,14307.272200000001,4200.355400000002
Delhi,Suspension,Retail,Feb,2021,1082.4,1046.1570000000002,1132360.3368000002,701559.4147000001,430800.9221000001
Tamil Nadu,Brakes,Distributor,Dec,2021,233.20000000000002,943.8765,220111.99980000002,159101.42170000004,61010.578099999984
Rajasthan,Suspension,Online,Jan,2021,777.7,1020.3795,793549.1371500001,667224.4640500001,126324.67310000001
Rajasthan,Tyres,Online,Dec,2021,595.1,924.189,549984.8739,491394.0439,58590.830000000016
Karnataka,Tubes,Online,May,2021,245.3,767.4135,188246.53155,117742.01515,70504.51640000001
Haryana,Tyres,Online,Sep,2021,1094.5,947.8455000000001,1037416.8997500001,675681.7667500001,361735.13300000003
Tamil Nadu,Tubes,Retail,Feb,2021,85.80000000000001,185.1675,15887.371500000001,15018.717550000001,868.6539499999999
Karnataka,Tyres,Retail,Jun,2021,599.5,920.6610000000001,551936.2695,501227.67925000004,50708.59025000001
Haryana,Batteries,Distributor,Mar,2021,776.6,1000.1460000000001,776713.3836000001,734072.1218500001,42641.26174999995
Rajasthan,Brakes,Distributor,May,2021,199.10000000000002,435.96,86799.636,73594.24225,13205.393750000003
Punjab,Alloys,Online,Nov,2021,919.6,839.4014999999999,771913.6194,614012.1240999999,157901.49530000007
Gujarat,Alloys,Distributor,Jan,2021,154.0,340.0425,52366.545000000006,37472.899300000005,14893.645700000001
Rajasthan,Suspension,Online,Sep,2021,192.50000000000003,570.528,109826.64000000001,66332.4223,43494.21770000001
Tamil Nadu,Suspension,Retail,May,2021,295.90000000000003,645.0465,190869.25935000004,164021.75635000007,26847.502999999968
Tamil Nadu,Batteries,Retail,Nov,2021,555.5,216.0585,120020.49675,99283.79845,20736.698300000004
Uttar Pradesh,Batteries,Online,Apr,2021,55.00000000000001,748.5870000000001,41172.28500000001,28125.923200000005,13046.361800000006
Punjab,Tyres,Online,Jun,2021,609.4000000000001,459.249,279866.34060000005,195906.23590000006,83960.1047
Karnataka,Alloys,Distributor,Dec,2021,960.3000000000001,604.3065,580315.5319500001,436813.6873,143501.8446500001
Maharashtra,Brakes,Online,Mar,2021,117.7,116.48700000000001,13710.519900000001,12880.46605,830.0538500000002
Karnataka,Brakes,Online,Jun,2021,965.8000000000001,409.94100000000003,395921.01780000003,243566.76805,152354.24975000002
Maharashtra,Batteries,Retail,Dec,2021,288.20000000000005,1043.3535,300694.47870000004,188183.27065000002,112511.20805000002
Rajasthan,Alloys,Online,Sep,2021,303.6,762.1635,231392.83860000002,144944.96785000002,86447.87075
Maharashtra,Batteries,Online,Feb,2021,105.60000000000001,699.783,73897.08480000001,62333.096200000015,11563.988599999997
Rajasthan,Brakes,Online,May,2021,510.40000000000003,1046.0625,533910.3,450579.601,83330.69900000002
Rajasthan,Tyres,Distributor,Jan,2021,338.8,956.592,324093.36960000003,199611.14095,124482.22865000003
Maharashtra,Suspension,Distributor,Feb,2021,67.10000000000001,1010.9715000000001,67836.18765000002,42075.56275000002,25760.624900000003
Delhi,Batteries,Retail,May,2021,447.70000000000005,535.5945,239785.65765000004,195916.01875000005,43869.63889999999
Uttar Pradesh,Brakes,Retail,Jun,2021,62.7,265.3455,16637.16285,13748.91055,2888.2523
Punjab,Tyres,Online,Oct,2021,766.7,438.921,336520.7307,270656.78485,65863.94585000002
Haryana,Tyres,Distributor,Mar,2021,859.1,445.5255,382750.95705,264474.20845000003,118276.74859999999
West Bengal,Batteries,Distributor,Jan,2021,1069.2,764.7675,817689.4110000001,644039.7679000001,173649.6431
Rajasthan,Batteries,Distributor,Aug,2021,1075.8000000000002,493.5945,531008.9631,430634.2871500001,100374.67594999995
Karnataka,Alloys,Retail,Mar,2021,881.1,258.678,227921.1858,209419.58575000003,18501.60004999998
Delhi,Batteries,Online,Aug,2021,332.20000000000005,993.8040000000001,330141.68880000006,246227.49535000004,83914.19345000002
Uttar Pradesh,Tyres,Retail,Feb,2021,833.8000000000001,684.6735000000001,570880.7643000002,426096.8812000001,144783.88310000004
Punjab,Alloys,Distributor,Jun,2021,960.3000000000001,933.45,896392.0350000001,710888.8694500001,185503.16555000003
Delhi,Tyres,Retail,Oct,2021,59.400000000000006,129.9165,7717.040100000002,5647.047550000001,2069.992550000001
Haryana,Brakes,Distributor,Feb,2021,125.4,558.9465,70091.89110000001,66226.3471,3865.544000000009
Gujarat,Batteries,Distributor,Sep,2021,910.8000000000001,666.456,607008.1248000001,445126.23385,161881.8909500001
Punjab,Alloys,Online,Dec,2021,993.3000000000001,888.5625,882609.1312500001,705362.26375,177246.86750000005
Gujarat,Alloys,Retail,Mar,2021,1075.8000000000002,547.9110000000001,589442.6538000002,439244.90455000015,150197.74925000005
Karnataka,Batteries,Distributor,Sep,2021,477.40000000000003,117.915,56292.62100000001,35260.335100000004,21032.285900000003
Delhi,Tyres,Online,Dec,2021,577.5,873.1905,504267.51375000004,479004.32425,25263.189500000037
Karnataka,Brakes,Online,Sep,2021,1010.9000000000001,967.9425000000001,978493.0732500002,787493.5168000003,190999.55644999992
Uttar Pradesh,Tubes,Online,Feb,2021,675.4000000000001,997.8045,673917.1593,604757.49025,69159.66905000003
Haryana,Brakes,Distributor,Jul,2021,213.4,332.829,71025.7086,47712.65575,23313.05285
Rajasthan,Alloys,Distributor,Sep,2021,55.00000000000001,1006.5825,55362.037500000006,44962.90105000001,10399.136449999998
Haryana,Brakes,Online,Jul,2021,544.5,934.92,509063.94,440314.71174999996,68749.22825000004
Maharashtra,Batteries,Distributor,Nov,2021,91.30000000000001,443.46750000000003,40488.58275000001,25902.3865,14586.196250000008
Maharashtra,Batteries,Distributor,Jun,2021,223.3,575.7675,128568.88275000002,98570.40115,29998.481600000014
Uttar Pradesh,Alloys,Retail,Sep,2021,902.0000000000001,596.5575,538094.8650000001,483351.00505000015,54743.859949999955
Haryana,Tyres,Retail,Apr,2021,113.30000000000001,1019.739,115536.42870000002,72896.89945000001,42639.52925000001
Delhi,Brakes,Distributor,Jun,2021,893.2,486.2865,434351.1018,280984.05565,153367.04615
Karnataka,Batteries,Retail,Dec,2021,387.20000000000005,502.40400000000005,194530.82880000005,170143.26790000004,24387.56090000001
Karnataka,Alloys,Online,Sep,2021,1054.9,770.3534999999999,812645.90715,548160.1109499999,264485.7962000001
Uttar Pradesh,Batteries,Retail,Sep,2021,518.1,688.317,356617.03770000004,336347.62930000003,20269.408400000015
Tamil Nadu,Suspension,Distributor,Dec,2021,390.50000000000006,662.4765,258697.07325000004,190733.59150000004,67963.48175
Uttar Pradesh,Tubes,Distributor,Jan,2021,998.8000000000001,190.995,190765.806,162959.59524999998,27806.210750000027
Delhi,Brakes,Online,Sep,2021,327.8,590.7195,193637.85210000002,169293.43045000004,24344.421649999975
Haryana,Tubes,Retail,May,2021,650.1,692.874,450437.3874,406216.744,44220.6434
Maharashtra,Brakes,Retail,May,2021,200.20000000000002,857.6610000000001,171703.73220000003,130627.29910000002,41076.43310000001
Tamil Nadu,Batteries,Online,Mar,2021,495.00000000000006,570.045,282172.275,194807.66920000003,87364.60579999999
Maharashtra,Alloys,Online,Dec,2021,129.8,1031.1315,133840.86870000002,103380.88375000002,30459.98495
Maharashtra,Alloys,Online,Jun,2021,279.40000000000003,302.63100000000003,84555.10140000001,67887.39880000001,16667.702600000004
Maharashtra,Alloys,Online,Dec,2021,1025.2,612.717,628157.4684,478054.03645,150103.43195
Rajasthan,Tubes,Online,Mar,2021,986.7,248.54550000000003,245239.84485000005,159060.00340000005,86179.84145
Delhi,Alloys,Retail,Aug,2021,625.9000000000001,275.163,172224.52170000004,145318.84135000003,26905.68035000001
Rajasthan,Suspension,Retail,Dec,2021,363.00000000000006,952.4655,345744.97650000005,264801.44305000006,80943.53344999999
Maharashtra,Batteries,Online,Jul,2021,156.20000000000002,1024.59,160040.958,129741.5989,30299.359100000016
Uttar Pradesh,Brakes,Distributor,Jan,2021,110.00000000000001,143.619,15798.090000000002,10412.958700000003,5385.131299999999
West Bengal,Tyres,Distributor,Nov,2021,718.3000000000001,433.50300000000004,311385.20490000007,190297.35955000002,121087.84535000005
Punjab,Suspension,Distributor,Nov,2021,975.7,218.9985,213676.83645,162666.3292,51010.507249999995
Tamil Nadu,Tubes,Online,Jan,2021,434.50000000000006,950.04,412792.38000000006,266276.66680000006,146515.7132
West Bengal,Brakes,Retail,Mar,2021,856.9000000000001,757.428,649040.0532000001,398354.3471500001,250685.70604999998
West Bengal,Tyres,Distributor,Jun,2021,327.8,559.6815,183463.5957,154242.3829,29221.21280000001
Rajasthan,Tyres,Retail,May,2021,115.50000000000001,930.5310000000001,107476.33050000003,99126.00235000001,8350.328150000016
Karnataka,Alloys,Distributor,Mar,2021,684.2,107.45700000000001,73522.07940000002,66457.01215000001,7065.067250000007
Rajasthan,Batteries,Distributor,Feb,2021,62.7,812.1015,50918.76405,33839.71975,17079.0443
Punjab,Brakes,Distributor,Oct,2021,844.8000000000001,612.0765,517082.2272,477481.2950500001,39600.93214999995
Delhi,Batteries,Distributor,Aug,2021,632.5,689.2515,435951.57375,317860.91875,118090.65499999997
Rajasthan,Tyres,Distributor,Dec,2021,291.5,785.883,229084.89450000002,142449.46330000003,86635.43119999999
Rajasthan,Brakes,Distributor,May,2021,822.8000000000001,343.5495,282672.5286,240179.03755000004,42493.49104999998
Punjab,Brakes,Retail,Dec,2021,739.2,903.0,667497.6000000001,575627.0273500001,91870.57264999999
Tamil Nadu,Suspension,Retail,Dec,2021,612.7,206.2725,126383.16075000001,95620.79680000001,30762.36395
Uttar Pradesh,Tubes,Retail,Mar,2021,866.8000000000001,480.3225,416343.543,265087.69825,151255.84475
Punjab,Tyres,Online,Sep,2021,748.0000000000001,461.538,345230.42400000006,209563.47565000007,135666.94835
Tamil Nadu,Tubes,Online,Sep,2021,354.20000000000005,304.815,107965.47300000001,77154.73765,30810.735350000017
Tamil Nadu,Alloys,Distributor,Aug,2021,947.1,325.3845,308171.65995,221891.12560000003,86280.53434999997
Delhi,Brakes,Online,Feb,2021,81.4,746.7495000000001,60785.409300000014,53260.790650000024,7524.618649999989
Rajasthan,Alloys,Retail,Aug,2021,173.8,558.201,97015.33380000001,78045.91255000001,18969.42125
West Bengal,Suspension,Retail,Aug,2021,570.9000000000001,659.568,376547.37120000005,324171.0764500001,52376.29474999994
Delhi,Suspension,Retail,Jan,2021,459.8,638.4105000000001,293541.14790000004,215039.57320000004,78501.5747
Delhi,Alloys,Retail,Dec,2021,728.2,448.1085,326312.60970000003,269557.40965000005,56755.200049999985
West Bengal,Tubes,Online,May,2021,865.7,335.91600000000005,290802.48120000004,225193.58245000005,65608.89875
West Bengal,Tyres,Retail,May,2021,869.0000000000001,987.3360000000001,857994.9840000002,517059.5530000001,340935.4310000001
Rajasthan,Tyres,Distributor,Apr,2021,358.6,249.4485,89452.23210000001,61371.859000000004,28080.373100000004
West Bengal,Tyres,Online,Jan,2021,621.5,909.027,564960.2805,356354.73565,208605.54485
Haryana,Tubes,Distributor,Jul,2021,438.90000000000003,268.84200000000004,117994.75380000002,107831.63005000002,10163.123749999999
Tamil Nadu,Tyres,Retail,Mar,2021,888.8000000000001,153.7935,136691.66280000002,82887.76495000001,53803.89785000001
Uttar Pradesh,Brakes,Retail,Jun,2021,305.8,1033.347,315997.5126,201989.92120000004,114007.59139999998
Uttar Pradesh,Tyres,Distributor,Feb,2021,408.1,649.32,264987.492,244076.93155000007,20910.56044999996
Maharashtra,Alloys,Online,Feb,2021,985.6000000000001,877.128,864497.3568000002,596733.1277500001,267764.2290500001
Rajasthan,Batteries,Online,Jan,2021,608.3000000000001,788.1405000000001,479425.86615000013,425395.3111000001,54030.555050000024
Uttar Pradesh,Tubes,Online,Dec,2021,267.3,631.1445000000001,168704.92485000004,134974.82305000004,33730.101800000004
Maharashtra,Batteries,Retail,Apr,2021,532.4000000000001,897.456,477805.5744000001,320978.8759000001,156826.6985
Rajasthan,Tyres,Online,Oct,2021,504.90000000000003,410.87550000000005,207451.03995000003,155360.66545000003,52090.374500000005
Karnataka,Brakes,Distributor,Nov,2021,301.40000000000003,800.7510000000001,241346.35140000004,189564.05005000002,51782.30135000002
West Bengal,Suspension,Online,Feb,2021,55.00000000000001,682.038,37512.090000000004,26296.761250000003,11215.32875
West Bengal,Suspension,Online,Feb,2021,939.4000000000001,583.2645,547918.6713,507485.03035,40433.64095000003
Haryana,Suspension,Online,Sep,2021,983.4000000000001,608.2965,598198.7781000001,369769.55245,228429.2256500001
Maharashtra,Tubes,Retail,Apr,2021,812.9000000000001,534.282,434317.8378000001,343984.5586000001,90333.27919999999
Gujarat,Tubes,Distributor,Nov,2021,768.9000000000001,1040.508,800046.6012000002,570292.3018000001,229754.29940000002
Tamil Nadu,Tyres,Online,Aug,2021,760.1,188.03400000000002,142924.64340000003,92699.31670000002,50225.326700000005
Tamil Nadu,Brakes,Retail,Feb,2021,415.8,823.4205000000001,342378.24390000006,276803.76415000006,65574.47975
Uttar Pradesh,Suspension,Retail,Oct,2021,1065.9,677.7645,722429.18055,634293.77395,88135.4066000001
Karnataka,Suspension,Online,Feb,2021,158.4,983.4090000000001,155771.9856,138748.72780000002,17023.257799999992
Uttar Pradesh,Suspension,Retail,Apr,2021,313.5,491.05350000000004,153945.27225,142634.66755,11310.604699999996
Gujarat,Suspension,Retail,Nov,2021,558.8000000000001,991.7355,554181.7974,367661.7121,186520.08530000004
West Bengal,Brakes,Retail,Jun,2021,655.6,980.49,642809.2440000001,548032.6798,94776.56420000002
Karnataka,Brakes,Retail,Aug,2021,683.1,900.5325,615153.75075,399185.78545,215967.96529999998
Delhi,Suspension,Distributor,Jan,2021,1014.2,814.2225000000001,825784.4595000001,726556.5484000001,99227.91110000003
Punjab,Tyres,Online,Jan,2021,374.00000000000006,260.232,97326.76800000003,86144.04490000002,11182.723100000003
Haryana,Batteries,Online,Oct,2021,470.8,703.899,331395.6492,304139.4147999999,27256.234400000074
Tamil Nadu,Brakes,Online,Jun,2021,715.0000000000001,933.9540000000001,667777.1100000001,492389.33050000004,175387.77950000006
Gujarat,Suspension,Distributor,Aug,2021,379.50000000000006,532.0875,201927.20625000002,171602.56420000005,30324.642049999966
Punjab,Tubes,Retail,Sep,2021,933.9000000000001,542.2305,506389.06395000004,357248.5093,149140.55465000006
West Bengal,Tubes,Distributor,Feb,2021,79.2,519.6135,41153.389200000005,33009.979300000006,8143.409899999999
Maharashtra,Brakes,Online,Sep,2021,213.4,955.101,203818.5534,149676.5986,54141.95480000001
Delhi,Tubes,Retail,Aug,2021,957.0000000000001,961.6110000000001,920261.7270000002,753218.8687000002,167042.85829999996
Uttar Pradesh,Batteries,Online,Dec,2021,1095.6000000000001,512.799,561822.5844,402537.75715000014,159284.82724999991
Tamil Nadu,Tyres,Distributor,May,2021,250.8,421.49100000000004,105709.94280000002,68578.82800000001,37131.11480000001
Punjab,Tubes,Distributor,Aug,2021,70.4,935.3085,65845.7184,50924.9764,14920.741999999998
Karnataka,Alloys,Online,Dec,2021,579.7,949.725,550555.5825,482291.67370000004,68263.90879999998
Gujarat,Alloys,Online,Jun,2021,658.9000000000001,816.018,537674.2602000001,455648.3878000001,82025.87240000005
Rajasthan,Brakes,Distributor,Apr,2021,506.00000000000006,808.0275,408861.91500000004,250115.71045000004,158746.20455
Maharashtra,Tyres,Online,Aug,2021,711.7,779.793,554978.6781,428939.42860000004,126039.24949999998
Gujarat,Tubes,Distributor,Jul,2021,980.1,428.2635,419741.05635,372495.04060000007,47246.01574999996
Karnataka,Alloys,Distributor,Jan,2021,228.8,462.987,105931.42560000002,80502.6091,25428.816500000015
Tamil Nadu,Suspension,Distributor,Dec,2021,1096.7,480.43800000000005,526896.3546000001,463170.025,63726.329600000056
Uttar Pradesh,Batteries,Retail,Mar,2021,341.0,564.6060000000001,192530.64600000004,143076.14320000002,49454.50280000002
Maharashtra,Tubes,Distributor,Feb,2021,807.4000000000001,785.4315,634157.3931000001,522800.4227500001,111356.97035000002
Uttar Pradesh,Alloys,Online,May,2021,884.4000000000001,639.408,565492.4352000001,481043.31505000003,84449.12015000003
Delhi,Suspension,Retail,Aug,2021,365.20000000000005,431.6865,157651.90980000002,104611.3861,53040.52370000002
Uttar Pradesh,Tyres,Online,Oct,2021,980.1,428.6835,420152.69834999996,285524.3722,134628.32614999998
Haryana,Tyres,Distributor,Jun,2021,79.2,541.6005,42894.759600000005,39958.586350000005,2936.17325
Gujarat,Suspension,Distributor,Dec,2021,489.50000000000006,966.7035,473201.36325000005,306961.32235000003,166240.04090000002
Punjab,Alloys,Online,Jan,2021,284.90000000000003,682.8254999999999,194536.98495,117955.2859,76581.69905000001
West Bengal,Tyres,Distributor,Sep,2021,964.7,665.3534999999999,641866.52145,408082.33465000003,233784.18679999997
Uttar Pradesh,Tubes,Retail,Jan,2021,410.3,851.6340000000001,349425.43020000006,212470.91095000002,136954.51925000004
Maharashtra,Tyres,Retail,Mar,2021,193.60000000000002,249.1545,48236.31120000001,38671.107850000015,9565.203349999996
Tamil Nadu,Batteries,Retail,Jan,2021,469.70000000000005,170.13150000000002,79910.76555000001,50109.049750000006,29801.715800000005
Rajasthan,Tyres,Online,Mar,2021,562.1,987.9765,555341.59065,513107.30470000004,42234.28594999999
Karnataka,Tyres,Distributor,May,2021,501.6,221.0565,110881.9404,75684.37645,35197.56395000001
Haryana,Tubes,Distributor,Mar,2021,434.50000000000006,897.7605,390076.93725,251065.9867,139010.95055
